slug,city,country,region,mode,n_stations,annual_riders,annual_year_raw,annual_year,vintage_basis,measure_def,measure_note,measure_source,convention_family,metric_confidence,value_status,evidence,annual_url,source_id,urban_pop,urban_area_km2,pop_source,population_basis,trips_per_capita,mode_scope,mode_scope_checked,mode_scope_evidence,mode_scope_url,has_ridership,metric_known,citation_resolves,denominator_consistent,vintage_comparable,mode_scope_known,mode_scope_consistent,usable_for_ratio
fuzhou,Fuzhou,China,Asia,metro,42,113000000,2022,2022,calendar_year,,station_entries,override:camet,,low,unverified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 305,691,900 / 进站量 219,434,600. matches neither column (客运量 x0.37, 进站量 x0.51); atlas vintage 2022 predates this report",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,fuzhou-annual,3997000,746,"Demographia World Urban Areas 20th ed. (2025 data) (built-up urban area, not whole Fuzhou prefecture)",built_up_urban_area,28.3,metro_only,system_field,,,true,false,true,true,true,true,true,false
lille,Lille,France,Europe,metro,12,112000000,2016,2016,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://fr.wikipedia.org/wiki/M%C3%A9tro_de_Lille,lille-annual,1053636,446.7,"INSEE unite urbaine (built-up urban area) via Wikipedia infobox; broader aire d'attraction was 1,515,061 (2020, 1666.4 km2)",built_up_urban_area,106.3,metro_only,system_field,,,true,true,true,true,false,true,true,false
montpellier,Montpellier,France,Europe,tram,83,110000000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://www.lejournaltoulousain.fr/occitanie/herault/montpellier/bilan-mitige-un-an-gratuite-transports-montpellier-298192/,montpellier-annual,480915,310,"INSEE unite urbaine 2020 de Montpellier, built-up urban area, via French Wikipedia; broader aire d'attraction (functional area) was 813,272 in 2020",built_up_urban_area,228.7,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
bursa,Bursa,Türkiye,Europe,lrt,78,109895653,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.tursid.org/rayli-sistem-verileri,bursa-annual,2412000,212,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 230; Bursa metropolitan municipality/province much larger (~3.26M, 2025 TUIK est.) since it covers the whole province",built_up_urban_area,45.6,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
santo-domingo,Santo Domingo,Dominican Republic,North America,metro,40,104003341,2023,2023,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://presidencia.gob.do/noticias/el-metro-de-santo-domingo-rompe-record-de-usuarios-en-los-ultimos-12-meses,santo-domingo-annual,4574000,430,Demographia World Urban Areas 20th ed. (2025 data) (built-up urban area),built_up_urban_area,22.7,metro_only,system_field,,,true,true,true,true,true,true,true,true
recife,Recife,Brazil,South America,metro,26,102089000,2018,2018,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://en.wikipedia.org/wiki/Recife_Metro,recife-annual,4010000,534,Demographia World Urban Areas 20th ed. (2025 data) (built-up urban area),built_up_urban_area,25.5,metro_only,system_field,,,true,true,true,true,false,true,true,false
bilbao,Bilbao,Spain,Europe,metro,65,100000000,2024,2024,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/Metro_Bilbao,bilbao-annual,1037847,,"Bilbao metropolitan area (Greater Bilbao) via Wikipedia infobox, year approximate",metro_region,96.4,metro_only,system_field,,,true,true,true,false,true,true,true,false
monterrey,Monterrey,Mexico,North America,metro,37,97090000,2025,2025,calendar_year,station_entries,station_entries,system_rank,entries,high,,,https://en.wikipedia.org/wiki/Metrorrey,monterrey-annual,4580000,1251,Demographia World Urban Areas 20th ed. (2025 data) (built-up urban area),built_up_urban_area,21.2,metro_only,system_field,,,true,true,true,true,true,true,true,true
bordeaux,Bordeaux,France,Europe,tram,126,96770000,2018,2018,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Bordeaux_tramway,bordeaux-annual,994920,1287.3,"INSEE unite urbaine (built-up urban area) via Wikipedia infobox; broader aire d'attraction was 1,376,375 (Jan 2020, 6315.6 km2)",built_up_urban_area,97.3,tram_or_lrt_only,system_field,,,true,true,true,true,false,true,true,false
calgary,Calgary,Canada,North America,lrt,45,94097200,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,medium,,,https://en.wikipedia.org/wiki/CTrain,calgary-annual,1481806,5098.68,Statistics Canada Census Metropolitan Area (CMA) via Wikipedia infobox,metro_region,63.5,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
sendai,Sendai,Japan,Asia,metro,29,93233000,2024,2024,calendar_year,station_entries,station_entries,system_rank,entries,medium,,,https://www.jametro.or.jp/upload/data/txYrAazWqkWT.pdf,sendai-annual,2331000,,"macrotrends.net metro area population time series (likely UN WUP-derived); city proper 1,098,335 (2023, 788.09 km2)",city_proper,40.0,metro_only,system_field,,,true,true,true,false,true,true,true,false
valencia,Valencia,Spain,Europe,metro,135,91100000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Metrovalencia,valencia-annual,1595000,,"Wikipedia infobox 'urban area' figure (year approximate, ~2021 census-based); broader Eurostat metropolitan region 2,522,383 (2017)",unclassified,57.1,metro_only,system_field,,,true,true,true,false,true,true,true,false
philadelphia,Philadelphia,United States,North America,metro+lrt,52,90242900,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/SEPTA_Metro,philadelphia-ntd,5697000,4916,"Demographia World Urban Areas 20th ed. (2025 data) (built-up urban area, Philadelphia PA-NJ-DE-MD)",built_up_urban_area,15.8,metro_only,system_field,,,true,true,true,true,true,true,true,true
the-hague,The Hague,Netherlands,Europe,tram,639,83967000,2018,2018,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://en.wikipedia.org/wiki/Trams_in_The_Hague,the-hague-annual,1050543,405,Haaglanden region (Wikipedia); dated (2013) but is the clearest agglomeration figure with matching area found; broader Rotterdam-The Hague metro ~2.6M,metro_region,79.9,metro_plus_regional_rail,system_field,,,true,true,true,false,false,true,false,false
wuxi,Wuxi,China,Asia,metro,66,81468000,2016,2016,calendar_year,,station_entries,override:camet,,low,unverified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 242,069,900 / 进站量 159,068,700. matches neither column (客运量 x0.34, 进站量 x0.51); atlas vintage 2016 predates this report",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,wuxi-annual,2780000,1015.5,"Partial sum of Wuxi's main urban districts (Liangxi 950k+Xishan 700k+Huishan 580k+Xinwu 550k) from official wuxi.gov.cn district data, permanent-population basis; EXCLUDES Binhu district (population not published) and the two county-level satellite cities Jiangyin (~1.21M) and Yixing, so likely understates true built-up population somewhat; full prefecture-level-city total is 7,495,000 (2024) but that spans a much larger area including separate satellite cities, similar to the Chongqing municipality-vs-urban-area gap",city_proper,29.3,metro_only,system_field,,,true,false,true,false,false,true,true,false
porto,Porto,Portugal,Europe,lrt,85,79000000,2023,2023,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://en.wikipedia.org/wiki/Porto_Metro,porto-annual,1387000,795,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 392",built_up_urban_area,57.0,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
manila,Manila,Philippines,Asia,metro,44,78000000,2022,2022,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://en.wikipedia.org/wiki/Manila_Light_Rail_Transit_System_Line_1,manila-annual,25521000,1911,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 7",built_up_urban_area,3.1,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
marseille,Marseille,France,Europe,metro,24,76800000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.rtm.fr/sites/default/files/docs/009%20RTM_RA2024%204.pdf,marseille-annual,1434000,689,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 378",built_up_urban_area,53.6,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
nantes,Nantes,France,Europe,tram,84,74600000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.semitan.fr/fr/histoire-et-chiffres-cles,nantes-annual,683313,498.6,"INSEE unite urbaine 2020 de Nantes, built-up urban area, via French Wikipedia; broader aire d'attraction (functional area) is over 1,000,000",built_up_urban_area,109.2,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
karlsruhe,Karlsruhe,Germany,Europe,tram,184,71910000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://www.vbk.info/fileadmin/user_upload/vbk/Dateien/VBK_Geschaeftsbericht_2024_A4_screen.pdf,karlsruhe-annual,308436,173.46,"Wikipedia infobox city-proper (Stadtkreis Karlsruhe); no clean wider urban/metro area figure found, so city proper used (likely understates true urban-area population)",city_proper,233.1,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
kaohsiung,Kaohsiung,Taiwan,Asia,metro,35,71300000,2025,2025,calendar_year,station_entries,station_entries,system_rank,entries,high,,,https://corp.krtc.com.tw/,kaohsiung-annual,2379000,376,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 233",built_up_urban_area,30.0,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
los-angeles,Los Angeles,United States,North America,metro+lrt,110,68764300,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,medium,,,https://www.apta.com/wp-content/uploads/2026/03/2025-Q4-Ridership-APTA.pdf,los-angeles-ntd,15582000,6918,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 22; broadened definition merging adjacent conurbation (e.g. Inland Empire)",built_up_urban_area,4.4,metro_only,system_field,,,true,true,true,true,true,true,true,true
amsterdam,Amsterdam,Netherlands,Europe,metro+tram,114,66200000,2015,2015,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://en.wikipedia.org/wiki/Amsterdam_Metro,amsterdam-annual,1809000,487,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 296",built_up_urban_area,36.6,metro_plus_urban_rail,system_field,,,true,true,true,true,false,true,true,false
lahore,Lahore,Pakistan,Asia,metro,25,65230610,2023,2023,calendar_year,estimated,estimated,system_rank,estimated,low,,,https://www.dawn.com/news/1768572,lahore-annual,14256000,945,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 27",built_up_urban_area,4.6,metro_only,system_field,,,true,true,true,true,true,true,true,true
quito,Quito,Ecuador,South America,metro,15,63008757,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://metrodequito.gob.ec/wp-content/uploads/2026/02/26-02-23-Boletin-Estadistico-02-2026.pdf,quito-annual,2895000,536,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 190",built_up_urban_area,21.8,metro_only,system_field,,,true,true,true,true,true,true,true,true
xiamen,Xiamen,China,Asia,metro,52,58030000,2019,2019,calendar_year,,station_entries,override:camet,,low,unverified,"CAMET 城市轨道交通2024年度统计和分析报告, 表3: 客运量 266,949,500 / 进站量 205,248,500. matches neither column (客运量 x0.22, 进站量 x0.28); atlas vintage 2019 predates this report",https://infosharingp2-oss.camet.org.cn/resources/manual/2025/04/01/660853988892741.pdf,xiamen-annual,6237000,448,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area 'Xiamen-Zhangzhou' combined, rank 79",built_up_urban_area,9.3,metro_only,system_field,,,true,false,true,true,false,true,true,false
san-francisco-bart,San Francisco Bay Area,United States,North America,metro,52,55610841,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://www.bart.gov/about/reports/ridership,san-francisco-bart-ntd,3304000,1331,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area 'San Francisco-Oakland', rank 166",built_up_urban_area,16.8,metro_only,system_field,,,true,true,true,true,true,true,true,true
dublin,Dublin,Ireland,Europe,tram,54,54000000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.nationaltransport.ie/news/record-breaking-passenger-numbers-on-pso-services-for-second-year/,dublin-annual,1453000,461,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 373",built_up_urban_area,37.2,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
ahmedabad,Ahmedabad,India,Asia,metro,16,51029000,2025-26,2025,fiscal_year_apr_mar,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Ahmedabad_Metro,ahmedabad-annual,7961000,505,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 52",built_up_urban_area,6.4,metro_only,system_field,,,true,true,true,true,true,true,true,true
lausanne,Lausanne,Switzerland,Europe,metro,27,50000000,2023,2023,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://fr.wikipedia.org/wiki/M%C3%A9tro_de_Lausanne,lausanne-annual,420000,,"Lausanne agglomeration via Wikipedia infobox, approx; broader Arc lemanique (Lake Geneva region incl. Geneva) is 1.3M+ (2017) but spans multiple separate transit systems so excluded",built_up_urban_area,119.0,metro_only,system_field,,,true,true,true,true,true,true,true,true
manchester,Manchester,United Kingdom,Europe,lrt,166,46000000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://en.wikipedia.org/wiki/Manchester_Metrolink,manchester-annual,2726000,632,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 205",built_up_urban_area,16.9,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
algiers,Algiers,Algeria,Africa,metro,19,46000000,2023,2023,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,http://www.metroalger-dz.com/fr/statistiques.php,algiers-annual,3699000,443,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 145",built_up_urban_area,12.4,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
rennes,Rennes,France,Europe,metro,30,42020000,2022,2022,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Rennes_Metro,rennes-annual,371464,327.7,"INSEE unite urbaine (built-up urban area) via Wikipedia infobox; broader aire d'attraction was 771,320 (2021, 3804.3 km2)",built_up_urban_area,113.1,metro_only,system_field,,,true,true,true,true,true,true,true,true
brasilia,Brasília,Brazil,South America,metro,24,41550000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.metrocptm.com.br/metro-do-df-perde-passageiros-pelo-segundo-ano-seguido-e-acende-alerta-no-setor/,brasilia-annual,3625000,963,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 149",built_up_urban_area,11.5,metro_only,system_field,,,true,true,true,true,true,true,true,true
jakarta,Jakarta,Indonesia,Asia,metro,18,40821000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Jakarta_MRT,jakarta-annual,36877000,3546,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 4",built_up_urban_area,1.1,metro_plus_regional_rail,system_field,,,true,true,true,true,true,true,false,false
naples,Naples,Italy,Europe,metro,36,38259075,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://www.anm.it/resource/1768990802000/cartadellamobilita25,naples-annual,3676000,1031,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 146",built_up_urban_area,10.4,metro_only,system_field,,,true,true,true,true,true,true,true,true
san-diego,San Diego,United States,North America,lrt,68,38047300,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/San_Diego_Trolley,san-diego-ntd,3053000,1748,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 181",built_up_urban_area,12.5,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
seattle,Seattle,United States,North America,lrt,19,37800000,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/Link_light_rail,seattle-ntd,3952000,3131,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 135",built_up_urban_area,9.6,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
turin,Turin,Italy,Europe,metro,23,36500000,2023,2023,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://it.wikipedia.org/wiki/Metropolitana_di_Torino,turin-annual,1516000,381,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 358",built_up_urban_area,24.1,metro_only,system_field,,,true,true,true,true,true,true,true,true
tel-aviv,Tel Aviv,Israel,Middle East & Central Asia,lrt,33,36500000,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://en.globes.co.il/en/article-passengers-shun-tel-aviv-light-rail-1001486834,tel-aviv-annual,3147000,578,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 175",built_up_urban_area,11.6,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
san-francisco-muni,San Francisco,United States,North America,lrt,33,34229500,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/Muni_Metro,san-francisco-muni-ntd,3304000,1331,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area 'San Francisco-Oakland', rank 166 (same urban area as BART, which also serves this city)",built_up_urban_area,10.4,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
newcastle,Newcastle / Tyne and Wear,United Kingdom,Europe,metro,60,32200000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://en.wikipedia.org/wiki/Tyne_and_Wear_Metro,newcastle-annual,774891,,"ONS Tyneside built-up-area conurbation population via Wikipedia (2011 census, most recent found); city proper (Newcastle metropolitan borough) 320,605 (2024)",city_proper,41.6,metro_only,system_field,,,true,true,true,false,true,true,true,false
rabat,Rabat,Morocco,Africa,tram,43,32000000,2015,2015,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://fr.wikipedia.org/wiki/Tramway_de_Rabat-Sal%C3%A9,rabat-annual,2082000,189,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 269",built_up_urban_area,15.4,tram_or_lrt_only,system_field,,,true,true,true,true,false,true,true,false
casablanca,Casablanca,Morocco,Africa,tram,119,31400000,2018,2018,calendar_year,estimated,estimated,system_rank,estimated,low,,,https://www.leconomiste.com/article/1021456-casa-tram-157-millions-de-passagers-en-5-ans,casablanca-annual,4608000,469,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 111",built_up_urban_area,6.8,multimodal_agency,system_field,,,true,true,true,true,false,true,false,false
atlanta,Atlanta,United States,North America,metro,38,30373600,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/MARTA_rail,atlanta-ntd,5495000,7151,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 92",built_up_urban_area,5.5,metro_only,system_field,,,true,true,true,true,true,true,true,true
thessaloniki,Thessaloniki,Greece,Europe,metro,18,30000000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,low,,,https://www.emakedonia.gr/metro-thessalonikis-tameio-me-30-ekatommyria-epivates-kai-kathara-kerdi-sto-proto-plires-etos-leitoyrgias-814388,thessaloniki-annual,1006112,,"Greek census urban agglomeration (Poleodomiko Sygkrotima Thessalonikis) via Wikipedia infobox; city-proper municipality only 317,778 (2021, 19.3km2)",city_proper,29.8,metro_only,system_field,,,true,true,true,false,true,true,true,false
miami,Miami,United States,North America,metro,23,22217800,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,medium,,,https://en.wikipedia.org/wiki/Metrorail_(Miami-Dade_County),miami-ntd,6129000,3222,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 80",built_up_urban_area,3.6,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
portland,Portland,United States,North America,lrt,95,22100000,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/MAX_Light_Rail,portland-ntd,2076000,1344,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area 'Portland OR-WA', rank 270",built_up_urban_area,10.6,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
dallas,Dallas,United States,North America,lrt,72,21611600,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/DART_rail,dallas-ntd,6980000,5307,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area 'Dallas-Fort Worth', rank 64",built_up_urban_area,3.1,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
ottawa,Ottawa,Canada,North America,lrt,41,20838300,2024,2024,calendar_year,linked_journeys,linked_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/O-Train,ottawa-annual,1488307,8046.99,Statistics Canada Census Metropolitan Area (Ottawa-Gatineau) via Wikipedia infobox; note CMA area includes large rural hinterland so density is not comparable to compact built-up areas,metro_region,14.0,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
ho-chi-minh-city,Ho Chi Minh City,Vietnam,Asia,metro,11,20463587,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://cafef.vn/metro-so-1-tphcm-don-hon-20-trieu-luot-khach-ngan-sach-tro-gia-278-ty-vuot-xa-tien-ban-ve-188260521230557608.chn,ho-chi-minh-city-annual,16024000,2274,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 20",built_up_urban_area,1.3,metro_only,system_field,,,true,true,true,true,true,true,true,true
addis-ababa,Addis Ababa,Ethiopia,Africa,lrt,43,20440000,2023,2023,calendar_year,estimated,estimated,system_rank,estimated,low,,,https://en.wikipedia.org/wiki/Addis_Ababa_Light_Rail,addis-ababa-annual,7922000,673,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 53; NOTE: sources disagree substantially for this fast-growing, boundary-ambiguous city (Wikipedia cites ~5.7M in 2024, Statista ~3.6M in 2023 for city proper) -- treat with extra caution",city_proper,2.6,tram_or_lrt_only,system_field,,,true,true,true,false,true,true,true,false
porto-alegre,Porto Alegre,Brazil,South America,metro,23,20134159,2024,2024,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,high,,,https://anptrilhos.org.br/em-ano-mais-desafiador-de-sua-historia-trensurb-transportou-2013-milhoes-de-passageiros/,porto-alegre-annual,3556000,899,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 152",built_up_urban_area,5.7,metro_only,system_field,,,true,true,true,true,true,true,true,true
hanoi,Hanoi,Vietnam,Asia,metro,19,20000000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://vtv.vn/metro-ha-noi-can-moc-hon-20-trieu-luot-hanh-khach-trong-nam-2025-100260109110618498.htm,hanoi-annual,5700000,1256,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 87",built_up_urban_area,3.5,metro_only,system_field,,,true,true,true,true,true,true,true,true
shiraz,Shiraz,Iran,Middle East & Central Asia,metro,29,18000000,2018,2018,calendar_year,station_entries,station_entries,system_rank,entries,low,,,https://en.wikipedia.org/wiki/Shiraz_Metro,shiraz-annual,1995500,240,"City-proper population, Iran 2021 census, via Wikipedia infobox (no reliable separately-sourced metro-area figure found; an older, likely outdated 'metro 1.8M (2016)' estimate exists but is inconsistent with the 2021 city figure so excluded)",city_proper,9.0,metro_only,system_field,,,true,true,true,false,false,true,true,false
minneapolis,Minneapolis–St. Paul,United States,North America,lrt,37,15500000,2024,2024,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,medium,,,https://www.metrotransit.org/annual-ridership-grows-to-475-million-rides-in-2024,minneapolis-ntd,2904000,2629,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 189",built_up_urban_area,5.3,metro_plus_urban_rail,system_field,,,true,true,true,true,true,true,true,true
salt-lake-city,Salt Lake City,United States,North America,lrt,56,13279100,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/TRAX_(light_rail),salt-lake-city-ntd,2455000,1746,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 222",built_up_urban_area,5.4,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
glasgow,Glasgow,United Kingdom,Europe,metro,15,13000000,2025,2025,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Glasgow_Subway,glasgow-annual,985290,265,"Greater Glasgow built-up urban area via Wikipedia infobox; city proper (council area) 650,300 (2024, 175km2); broader Glasgow City Region 1.8M+",city_proper,13.2,metro_only,system_field,,,true,true,true,false,true,true,true,false
houston,Houston,United States,North America,lrt,44,12651100,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/METRORail,houston-ntd,6804000,5390,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 71",built_up_urban_area,1.9,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
phoenix,Phoenix,United States,North America,lrt,53,11100300,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/Valley_Metro_Rail,phoenix-ntd,4600000,3235,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 112",built_up_urban_area,2.4,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
denver,Denver,United States,North America,lrt,56,10568000,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/Regional_Transportation_District,denver-ntd,2892000,1577,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 191",built_up_urban_area,3.7,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
baltimore,Baltimore,United States,North America,metro+lrt,47,9625500,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,medium,,,https://en.wikipedia.org/wiki/Baltimore_Metro_SubwayLink,baltimore-ntd,2860000,,"Baltimore Metropolitan Statistical Area, approx (Wikipedia infobox; Demographia 2025 merges Baltimore into combined 'Washington-Baltimore' 7.6M built-up area, not specific enough to Baltimore's own transit service area, so MSA used instead); city proper 585,708 (2020 census)",city_proper,3.4,metro_plus_urban_rail,system_field,,,true,true,true,false,true,true,true,false
pune,Pune,India,Asia,metro,45,9302891,2023,2023,calendar_year,passenger_journeys,passenger_journeys,system_rank,journey,medium,,,https://en.wikipedia.org/wiki/Pune_Metro,pune-annual,6944000,650,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 66",built_up_urban_area,1.3,metro_only,system_field,,,true,true,true,true,true,true,true,true
st-louis,St. Louis,United States,North America,lrt,28,7665000,2025,2025,calendar_year,unlinked_trips,unlinked_trips,system_rank,boarding,high,,,https://en.wikipedia.org/wiki/MetroLink_(St._Louis),st-louis-ntd,2193000,2512,"Demographia World Urban Areas 20th ed. (2025 data), built-up urban area, rank 250",built_up_urban_area,3.5,tram_or_lrt_only,system_field,,,true,true,true,true,true,true,true,true
